school_year,building_id,teacher_count,paid_quantity,order_amount
2017,600057867,2,106,583
2017,600057870,3,200,837
2017,600057882,1,5,27.5
2017,600057895,12,472,1752.68
2017,600057897,2,70,377.5
2017,600057898,1,60,194.7
2017,600057905,3,346,2227.97
2017,600057906,1,260,843.7
2017,600057907,1,30,235.5
2017,600057909,10,220,1155
2017,600057910,1,25,137.5
2017,600057911,11,380,1697.75
2017,600057913,2,46,185.35
2017,600057918,1,250,1474
2017,600057919,32,998,5423.32
2017,600057921,3,48,328.9
2017,600057922,14,650,2284.34
2017,600057924,2,210,819.6
2017,600057926,2,167,876.75
2017,600057929,1,261,1508.9
2017,600057930,6,402,2405.3
2017,600057932,7,240,1258.2
2017,600057934,3,339,2339.8
2017,600057938,2,190,836
2017,600057939,4,213,886.75
2017,600057941,18,645,3276
2017,600057945,1,870,4972.3
2017,600057946,7,475,1372.25
2017,600057951,2,251,330
2017,600057952,2,72,234.74
2017,600057957,4,490,3317.94
2017,600057958,1,80,0
2017,600057959,4,200,1100
2017,600057963,14,198,758.45
2017,600057970,4,106,764.98
2017,600057975,4,231,1660.6
2017,600057979,13,336,2320.35
2017,600057986,1,640,4675.8
2017,600057987,6,285,1374.25
2017,600057988,0,130,927.2
2017,600057989,2,65,0
2017,600057991,10,249,1347.5
2017,600057992,0,179,1055
2017,600057995,2,555,1584
2017,600057998,5,302,2026.7
2017,600058004,1,60,535.2
2017,600058005,2,190,1095.95
2017,600058006,1,20,78.4
2017,600058017,3,130,797.25
2017,600058018,3,88,334.9
2017,600058019,4,101,712.95
2017,600058025,6,147,777.75
2017,600058057,2,56,447.19
2017,600058123,4,63,340.25
2017,600058125,15,276,1529.34
2017,600058164,7,127,693.25
2017,600058179,2,127,666.75
2017,600058183,1,50,270
2017,600058198,2,26,116.6
2017,600058214,4,120,660
2017,600058239,7,144,573.16
2017,600058266,1,73,287.01
2017,600058268,1,20,105
2017,600058271,2,78,429
2017,600058296,16,900,1742
2017,600058297,3,130,1046.7
2017,600058303,1,1,15.99
2017,600058305,1,124,477.08
2017,600058317,2,151,830.5
2017,600058335,1,15,82.5
2017,600058337,4,262,1262.24
2017,600058340,1,253,1783.65
2017,600058359,15,660,2141.7
2017,600058362,1,135,742.5
2017,600058363,1,250,940
2017,600058364,1,32,99.84
2017,600058370,1,70,0
2017,600058371,0,632,312.84
2017,600058373,5,63,327.5
2017,600058375,1,12,55
2017,600058376,2,22,108.15
2017,600058377,1,60,0
2017,600058378,1,50,262.5
2017,600058384,1,10,55
2017,600058389,7,225,1181.25
2017,600058390,10,250,1375
2017,600058391,2,35,192.5
2017,600058393,17,469,2579.5
2017,600058394,1,4,0
2017,600058399,6,143,915.75
2017,600058401,13,380,1321.25
2017,600058402,1,65,486.85
2017,600058406,1,50,0
2017,600058412,2,85,449.4
2017,600058413,1,139,0
2017,600058415,1,20,110
2017,600058417,1,25,0
2017,600058418,3,517,1318.52
2017,600058419,1,122,665.5
2017,600058422,1,400,1378.2
2017,600058423,8,328,1833.72
2017,600058424,2,21,11
2017,600058425,1,58,0
2017,600058428,1,94,0
2017,600058443,3,70,360.25
2017,600058455,12,907,4506.33
2017,600058458,1,50,250
2017,600058460,1,14,43.68
2017,600058465,1,5,119.95
2017,600058470,1,1,15.99
2017,600058471,1,10,55
2017,600058473,9,228,1119.54
2017,600058474,3,93,366
2017,600058475,1,210,819.6
2017,600058478,1,80,559.7
2017,600058480,1,10,69.9
2017,600058483,1,11,60.5
2017,600058485,3,62,221.38
2017,600058492,1,1,27.96
2017,600058529,2,83,512.22
2017,600058532,14,518,1801.21
2017,600058539,1,50,122.7
2017,600058542,1,40,0
2017,600058543,2,17,206.9
2017,600058553,10,500,1622.5
2017,600058558,1,10,84.9
2017,600058566,1,640,3554.9
2017,600058567,1,50,275
2017,600058570,4,150,569.5
2017,600058579,1,3,47.99
2017,600058581,21,514,1895.2
2017,600058585,1,20,110
2017,600058590,2,71,276.26
2017,600058596,0,20,99.8
2017,600058601,5,55,302.3
2017,600058604,1,28,134.75
2017,600058608,2,94,452.45
2017,600058610,1,25,137.5
2017,600058613,1,156,514.8
2017,600058651,1,116,0
2017,600058652,5,445,2433.25
2017,600058672,4,150,803.3
2017,600058676,1,140,742
2017,600058677,1,25,0
2017,600058681,1,40,210
2017,600058683,1,2,59.98
2017,600058686,1,100,525
2017,600058687,2,208,155.76
2017,600058688,3,66,422.8
2017,600058689,2,64,324.5
2017,600058690,2,36,119.88
2017,600058700,2,23,173.97
2017,600058707,1,150,468
2017,600058715,2,44,99.8
2017,600058716,15,334,1753.5
2017,600058723,2,40,210
2017,600058724,2,370,2447.4
2017,600058725,1,20,55
2017,600058728,4,210,1373.9
2017,600058729,1,60,330
2017,600058733,2,54,314.1
2017,600058738,1,15,64.9
2017,600058740,2,246,688.76
2017,600058741,1,320,1648
2017,600058742,2,70,19.95
2017,600058743,1,15,0
2017,600058744,4,271,721.49
2017,600058753,2,40,220
2017,600058754,7,191,1046.25
2017,600058756,2,65,315
2017,600058758,5,448,1287
2017,600058761,2,120,630
2017,600058763,0,630,1725
2017,600058765,1,2,0
2017,600058795,2,95,342.1
2017,600058798,8,296,1123.1
2017,600058800,1,50,275
2017,600058804,4,98,514.5
2017,600058805,16,352,1995.84
2017,600058809,4,125,244.17
2017,600058810,1,24,191.76
2017,600058811,13,572,3146
2017,600058814,3,54,297
2017,600058819,1,48,264
2017,600058836,2,32,132
2017,600058839,1,1225,3300.15
2017,600058851,1,30,165
2017,600058854,1,60,330
2017,600058855,6,139,0
2017,600058856,1,686,2226.07
2017,600058865,3,95,536.45
2017,600058868,1,220,726
2017,600058869,17,490,4090.1
2017,600058874,1,725,3153.15
2017,600058880,2,120,660
2017,600058887,0,30,224.7
2017,600058888,14,278,0
2017,600058890,2,110,492.25
2017,600058893,2,25,131.25
2017,600058898,1,16,133.71
2017,600058907,1,50,275
2017,600058908,1,57,288.95
2017,600058909,11,415,2265
2017,600058911,5,510,2155.95
2017,600058912,8,336,680.4
2017,600058913,2,88,285.56
2017,600058915,1,310,2023.4
2017,600058931,1,28,237.72
2017,600058943,1,285,519.75
2017,600058950,4,150,839.6
2017,600058955,1,75,374.25
2017,600058957,1,40,314
2017,600058961,1,469,2564.75
2017,600058963,5,300,973.5
2017,600058965,2,55,357.5
2017,600058966,1,1,23.99
2017,600058982,9,508,1682.8
2017,600058983,1,10,78.5
2017,600058985,1,1,34.95
2017,600058986,5,30,160
2017,600058987,2,45,231.18
2017,600058988,1,44,242
2017,600058990,4,142,662.53
2017,600058991,1,165,0
2017,600058992,1,138,534
2017,600058995,17,462,1885.58
2017,600058996,1,40,210
2017,600058997,1,60,284.9
2017,600059000,3,73,389.29
2017,600059001,2,43,236.5
2017,600059002,1,10,55
2017,600059018,1,20,149.8
2017,600059027,1,225,1685.25
2017,600059047,3,340,733.5
2017,600059048,37,1436,4480.32
2017,600059049,1,1250,3900
2017,600059050,13,314,2083.06
2017,600059053,1,10,52.5
2017,600059071,1,23,164.78
2017,600059081,2,345,1401.4
2017,600059082,6,175,717
2017,600059083,7,282,162
2017,600059084,15,399,162
2017,600059085,3,132,178.2
2017,600059086,3,120,162
2017,600059087,3,120,162
2017,600059088,4,160,101.25
2017,600059091,2,88,89.1
2017,600059092,6,300,303.75
2017,600059094,2,1430,5523.6
2017,600059096,5,151,271.95
2017,600059105,3,100,238
2017,600059106,6,323,1203.8
2017,600059110,1,31,0
2017,600059111,1,349,1134.76
2017,600059112,1,2,0
2017,600059114,4,200,649
2017,600059116,1,90,674.1
2017,600059117,1,230,1722.7
2017,600059134,1,28,154
2017,600059141,17,525,2877.5
2017,600059150,2,277,1560.48
2017,600059153,9,180,990
2017,600059154,5,147,957.33
2017,600059155,3,65,357.5
2017,600059157,1,20,110
2017,600059158,21,520,2730
2017,600059159,5,230,679.15
2017,600059161,29,725,3134.54
2017,600059164,5,173,1490.3
2017,600059175,14,301,2035.3
2017,600059178,2,120,243
2017,600059185,1,23,120.75
2017,600059192,1,54,175.23
2017,600059210,1,48,149.76
2017,600059211,1,174,598.5
2017,600059213,1,10,78.5
2017,600059215,11,300,0
2017,600059220,1,133,731.5
2017,600059222,1,97,0
2017,600059223,3,144,0
2017,600059224,2,26,0
2017,600059225,1,101,555.5
2017,600059226,1,5,0
2017,600059228,4,503,973.46
2017,600059235,1,200,1050
2017,600059255,6,195,1023.65
2017,600059258,3,98,436.86
2017,600059259,6,140,1043.6
2017,600059262,2,45,402.1
2017,600059263,1,30,224.7
2017,600059264,3,41,274.55
2017,600059265,1,30,224.7
2017,600059271,2,60,330
2017,600059273,20,702,3822.8
2017,600059284,1,30,74.8
2017,600059288,1,40,220
2017,600059290,22,432,2268
2017,600059297,1,90,495
2017,600059299,2,65,267.3
2017,600059321,1,80,421.25
2017,600059324,1,205,1076.25
2017,600059332,7,326,2176.05
2017,600059334,17,635,3200
2017,600059341,2,170,334.4
2017,600059357,3,44,246.9
2017,600059411,0,152,973
2017,600059413,6,148,837.75
2017,600059416,4,91,599.2
2017,600059417,4,113,621.5
2017,600059421,11,342,1558.96
2017,600059424,5,250,1375
2017,600059425,10,444,1637.08
2017,600059426,1,25,137.5
2017,600059430,2,42,231
2017,600059431,15,665,4179.15
2017,600059433,2,23,121
2017,600059435,2,140,770
2017,600059439,9,174,1192.62
2017,600059443,6,184,1119.28
2017,600059450,2,26,143
2017,600059466,5,186,865.86
2017,600059467,1,90,224.4
2017,600059471,10,206,1047
2017,600059475,0,260,1430
2017,600059481,12,275,1243.63
2017,600059483,7,202,346.28
2017,600059488,1,28,154
2017,600059503,1,10,33
2017,600059504,5,142,540.2
2017,600059509,23,643,2936.97
2017,600059515,23,474,2206.58
2017,600059520,4,96,719.79
2017,600059526,19,356,1958
2017,600059530,5,108,503.8
2017,600059533,5,313,1041.55
2017,600059534,1,2,39.9
2017,600059535,4,139,477
2017,600059536,18,401,2138.28
2017,600059537,28,791,3319.37
2017,600059541,5,205,1071.44
2017,600059543,3,64,336.19
2017,600059549,5,193,856.6
2017,600059550,8,202,956.28
2017,600059553,2,38,204
2017,600059556,4,108,512.62
2017,600059568,8,243,969.03
2017,600059574,19,342,1795.5
2017,600059583,5,154,818.5
2017,600059584,7,115,561.15
2017,600059585,5,320,1825.6
2017,600059589,16,696,2569.27
2017,600059590,5,102,470.8
2017,600059593,2,40,129.8
2017,600059596,4,139,468.46
2017,600059597,4,133,569.37
2017,600059600,12,310,1529.5
2017,600059604,11,169,887.25
2017,600059606,7,191,870.1
2017,600059609,9,164,812.61
2017,600059612,10,227,1276.7
2017,600059613,17,303,0
2017,600059615,1,200,1050
2017,600059621,6,89,577.82
2017,600059622,10,240,890.46
2017,600059624,9,186,837
2017,600059626,0,264,1436
2017,600059629,4,181,624.28
2017,600059630,3,70,502.88
2017,600059631,1,80,254.6
2017,600059632,5,234,1296.31
2017,600059634,3,120,566.4
2017,600059640,3,60,315
2017,600059641,10,208,1092
2017,600059644,5,231,1127.2
2017,600059645,6,97,0
2017,600059646,1,20,64.9
2017,600059647,5,110,418
2017,600059648,12,369,2333.66
2017,600059649,4,68,383.1
2017,600059652,1,17,89.25
2017,600059653,5,200,1075
2017,600059655,11,227,1216.75
2017,600059662,16,350,1925
2017,600059663,1,25,137.5
2017,600059665,3,48,264
2017,600059668,3,120,389.4
2017,600059669,2,44,345.4
2017,600059673,12,243,1290.05
2017,600059677,12,204,1041.05
2017,600059681,6,152,719.18
2017,600059683,16,325,1706.25
2017,600059692,7,112,671.86
2017,600059697,4,128,409.02
2017,600059698,1,18,99
2017,600059699,7,120,684.65
2017,600059700,16,338,1853.25
2017,600059701,11,390,1469.42
2017,600059705,6,145,797.5
2017,600059710,3,84,378.34
2017,600059711,6,200,1332.18
2017,600059712,3,115,715.1
2017,600059716,5,176,948.67
2017,600059717,1,15,117.75
2017,600059718,1,85,0
2017,600059721,4,156,741.22
2017,600059724,5,173,608.74
2017,600059726,22,742,2315.04
2017,600059727,3,91,378.09
2017,600059729,5,172,615.1
2017,600059730,6,143,617.48
2017,600059731,7,154,744.6
2017,600059733,9,350,1155.8
2017,600059736,1,17,56.1
2017,600059738,4,85,462.5
2017,600059739,4,46,355.5
2017,600059740,10,153,807.25
2017,600059743,2,40,215
2017,600059752,6,193,1148.2
2017,600059755,13,332,1555.4
2017,600059758,2,135,742.5
2017,600059760,4,100,0
2017,600059761,8,186,774.28
2017,600059762,5,575,2095.7
2017,600059764,12,246,0
2017,600059766,3,118,536.25
2017,600059768,2,87,456.75
2017,600059772,10,183,960.75
2017,600059774,1,20,157
2017,600059781,1,54,175.23
2017,600059791,5,197,1137.55
2017,600059792,5,84,462
2017,600059793,2,62,176
2017,600059810,8,160,880
2017,600059813,2,38,237.2
2017,600059814,4,86,473
2017,600059815,10,411,2248.15
2017,600059819,10,200,1100
2017,600059820,18,340,1828.4
2017,600059822,9,157,959.85
2017,600059826,2,40,257.25
2017,600059830,12,419,2299
2017,600059834,5,476,1488.84
2017,600059847,14,244,1342
2017,600059849,1,46,151.8
2017,600059851,4,85,371.25
2017,600059852,3,116,680.35
2017,600059857,5,94,550
2017,600059858,3,60,359.8
2017,600059861,1,20,110
2017,600059865,7,178,722.48
2017,600059872,4,100,726.25
2017,600059875,1,80,510.5
2017,600059876,6,108,0
2017,600059877,14,294,1418.56
2017,600059881,2,25,137.5
2017,600059885,2,45,157.3
2017,600059891,9,430,2984
2017,600059895,1,20,110
2017,600059896,2,90,307.1
2017,600059898,10,251,1194.12
2017,600059909,7,183,874.54
2017,600059910,9,238,1141.85
2017,600059912,5,110,577.5
2017,600059914,1,220,713.9
2017,600059918,10,244,1101.84
2017,600059920,2,40,210
2017,600059921,4,88,462
2017,600059925,3,96,455.84
2017,600059926,0,26,143
2017,600059929,1,16,84
2017,600059930,2,91,293.04
2017,600059931,25,503,2870.66
2017,600059932,17,680,4147.56
2017,600059936,17,288,1509.14
2017,600059943,2,30,269.9
2017,600059946,2,88,330.66
2017,600059949,3,66,363
2017,600059950,1,10,89.9
2017,600059954,6,139,677.01
2017,600059955,5,92,601.42
2017,600059956,0,89,367.73
2017,600059959,5,145,595.1
2017,600060061,12,194,1060
2017,600060069,3,77,428.45
2017,600060079,1,30,63.8
2017,600060081,8,142,757.5
2017,600060088,1,27,148.5
2017,600060101,1,48,155.76
2017,600060160,24,478,2348.35
2017,600060162,13,246,1216.45
2017,600060165,15,357,1756.86
2017,600060166,13,233,1149.2
2017,600060168,13,227,1124
2017,600060169,15,451,2598.33
2017,600060170,15,333,1645.7
2017,600060172,14,320,1582.1
2017,600060173,12,225,1112.1
2017,600060174,27,604,2963.7
2017,600060178,14,386,1908.9
2017,600060179,13,300,1473
2017,600060180,19,605,3657.25
2017,600060190,1,17,71.4
2017,600060191,4,285,1522.45
2017,600060192,9,256,1037.28
2017,600060194,12,320,1722.5
2017,600060196,1,20,110
2017,600060198,14,369,2156.4
2017,600060199,18,440,2314.8
2017,600060206,1,16,51.92
2017,600060207,22,531,2827.15
2017,600060208,28,943,6137.89
2017,600060209,2,88,581.6
2017,600060210,6,187,1028.5
2017,600060211,26,730,4655.75
2017,600060213,15,443,2615.3
2017,600060215,2,275,1809.95
2017,600060217,14,345,252
2017,600060219,1,16,51.92
2017,600060220,1,64,352
2017,600060224,9,472,2586
2017,600060225,4,204,1003.25
2017,600060226,1,40,159.2
2017,600060227,1,405,2211.25
2017,600060228,1,22,121
2017,600060230,5,102,561
2017,600060231,2,108,594
2017,600060233,4,87,478.5
2017,600060234,20,498,2739
2017,600060242,4,349,2179.08
2017,600060245,8,175,1091.75
2017,600060249,12,856,3940.27
2017,600060250,9,281,1462.05
2017,600060251,1,25,123.75
2017,600060255,3,140,900.2
2017,600060258,1,20,0
2017,600060260,5,376,1412.1
2017,600060261,1,5,16.5
2017,600060262,18,504,0
2017,600060263,1,108,594
2017,600060265,1,18,59.4
2017,600060266,1,20,179.8
2017,600060267,22,614,0
2017,600060269,1,75,412.5
2017,600060272,8,218,1188.5
2017,600060273,2,90,422.8
2017,600060278,13,306,1683
2017,600060279,2,141,795.4
2017,600060280,1,70,367.5
2017,600060281,1,1,19.95
2017,600060282,1,50,224.5
2017,600060285,2,20,86.5
2017,600060295,1,30,0
2017,600060300,1,320,1747.5
2017,600060302,1,27,148.5
2017,600060308,1,50,275
2017,600060329,3,95,253.88
2017,600060333,2,40,169.9
2017,600060347,14,650,3991.65
2017,600060352,2,60,471
2017,600060366,1,60,0
2017,600060372,1,50,262.5
2017,600060382,2,84,272.58
2017,600060385,2,43,225.75
2017,600060386,2,105,547.25
2017,600060388,3,117,478.5
2017,600060398,4,149,819.5
2017,600060411,3,261,929.04
2017,600060412,1,185,750.15
2017,600060416,1,10,20.25
2017,600060434,3,130,481.97
2017,600060435,1,145,562.6
2017,600060441,1,10,32.45
2017,600060443,1,125,687.5
2017,600060444,6,170,1138.25
2017,600060446,2,49,269.5
2017,600060448,2,143,0
2017,600060449,1,25,120.25
2017,600060450,11,293,1996.9
2017,600060454,6,193,1110
2017,600060455,22,847,4631.2
2017,600060456,35,857,0
2017,600060464,1,50,0
2017,600060471,2,55,291.5
2017,600060475,13,349,2202.68
2017,600060477,1,10,64.9
2017,600060478,15,395,2159.25
2017,600060479,6,331,0
2017,600060480,4,168,806.25
2017,600060481,2,60,400.5
2017,600060484,8,214,1139.9
2017,600060486,1,165,907.5
2017,600060489,1,566,2954.1
2017,600060491,23,548,0
2017,600060492,4,85,446.25
2017,600060494,2,58,333.94
2017,600060498,5,125,656.25
2017,600060499,13,426,2343
2017,600060501,1,90,495
2017,600060504,2,46,253
2017,600060505,3,75,412.5
2017,600060510,3,68,426.12
2017,600060511,1,60,471
2017,600060513,1,20,157
2017,600060516,2,50,392.5
2017,600060520,4,76,402
2017,600060522,15,418,2219.02
2017,600060525,1,130,715
2017,600060529,1,25,82.5
2017,600060534,2,130,644.5
2017,600060536,10,251,1745.91
2017,600060537,1,120,660
2017,600060538,7,158,869
2017,600060539,1,23,120.75
2017,600060540,13,383,2010.75
2017,600060543,2,100,619.8
2017,600060545,1,425,2337.5
2017,600060546,8,444,2665.15
2017,600060548,1,30,165
2017,600060549,8,161,914.4
2017,600060550,1,1,0
2017,600060551,1,300,1320
2017,600060552,1,150,1140
2017,600060553,1,10,55
2017,600060554,1,15,63
2017,600060557,4,80,440
2017,600060561,5,193,1013.25
2017,600060562,1,10,74.9
2017,600060564,11,244,1342
2017,600060567,8,240,1320
2017,600060568,1,59,185.85
2017,600060569,5,743,4752
2017,600060574,4,106,0
2017,600060578,2,395,2574.8
2017,600060582,1,75,412.5
2017,600060584,8,444,2775.4
2017,600060588,1,26,204.1
2017,600060589,18,551,0
2017,600060591,5,460,2946.7
2017,600060592,2,255,1506.75
2017,600060598,2,34,153.7
2017,600060599,2,229,53.4
2017,600060600,1,12,39.6
2017,600060603,21,500,2627.84
2017,600060606,3,80,510.5
2017,600060608,1,75,588.75
2017,600060609,1,20,149.8
2017,600060611,12,252,1323
2017,600060612,5,114,613.5
2017,600060613,1,25,137.5
2017,600060614,5,105,551.25
2017,600060615,7,200,1441
2017,600060621,3,89,489.5
2017,600060622,9,407,0
2017,600060625,1,72,179.52
2017,600060627,4,93,570.25
2017,600060630,6,77,423.5
2017,600060631,1,24,49.44
2017,600060634,3,210,1137.5
2017,600060636,1,30,165
2017,600060642,1,57,313.5
2017,600060646,18,456,1696.2
2017,600060647,21,460,2525
2017,600060648,2,69,428.85
2017,600060659,6,150,727.8
2017,600060661,3,799,3285.26
2017,600060662,15,318,0
2017,600060664,4,168,651.96
2017,600060667,2,168,665.46
2017,600060669,2,50,275
2017,600060679,8,308,1315.66
2017,600060686,1,20,139.8
2017,600060687,22,461,2521
2017,600060690,1,65,357.5
2017,600060692,9,317,1021.41
2017,600060694,0,355,0
2017,600060696,14,354,2316.16
2017,600060698,2,325,1550.25
2017,600060703,9,181,1061.3
2017,600060704,6,298,1910.2
2017,600060706,9,405,2650.5
2017,600060709,3,131,958.8
2017,600060712,5,154,915.19
2017,600060713,11,229,1247.13
2017,600060715,1,10,45
2017,600060716,5,325,1658.5
2017,600060717,13,353,1961.6
2017,600060720,2,45,294.5
2017,600060721,5,505,2766.5
2017,600060724,12,538,3376.67
2017,600060726,7,234,1594.48
2017,600060727,1,25,82.5
2017,600060728,1,80,599.2
2017,600060731,2,99,647.9
2017,600060734,2,135,669.65
2017,600060735,1,23,126.5
2017,600060737,1,215,948.74
2017,600060738,1,32,103.84
2017,600060748,14,453,2600.9
2017,600060749,20,585,2829.64
2017,600060752,1,211,1313.67
2017,600060753,5,101,703.55
2017,600060754,2,255,1845.75
2017,600060755,2,46,0
2017,600060756,1,61,312.59
2017,600060761,9,580,2248.8
2017,600060763,2,105,557.5
2017,600060766,1,80,534
2017,600060768,19,505,0
2017,600060771,1,120,935.4
2017,600060773,26,546,2985.85
2017,600060774,12,350,1999.5
2017,600060775,6,112,616
2017,600060778,1,154,973.9
2017,600060779,3,260,1571
2017,600060780,1,160,499.2
2017,600060781,1,66,363
2017,600060782,2,285,1683.5
2017,600060783,27,733,3957.66
2017,600060790,4,361,2034
2017,600060793,6,223,1461.95
2017,600060797,2,358,1044.51
2017,600060800,1,50,162.25
2017,600060807,10,254,1397
2017,600060810,9,371,2268.75
2017,600060814,2,30,118.5
2017,600060815,11,386,2573.45
2017,600060816,3,387,2031.75
2017,600060817,16,432,1825.72
2017,600060818,2,45,203.5
2017,600060819,1,20,78.4
2017,600060820,1,21,27.96
2017,600060821,6,344,1763.4
2017,600060822,4,82,451
2017,600060828,18,494,3203.1
2017,600060829,2,210,945.15
2017,600060831,5,125,672.5
2017,600060834,2,40,220
2017,600060838,35,859,4724.5
2017,600060839,1,65,357.5
2017,600060840,4,70,307.6
2017,600060841,2,56,351.18
2017,600060842,13,373,1816.98
2017,600060846,9,239,1434
2017,600060847,15,380,0
2017,600060848,2,182,906.29
2017,600060853,4,88,473
2017,600060854,1,10,78.5
2017,600060855,4,175,678.15
2017,600060857,3,162,1096.9
2017,600060858,7,186,1424.4
2017,600060863,1,172,1632.28
2017,600060864,6,180,990
2017,600060865,4,175,528
2017,600060867,5,300,1650
2017,600060868,5,75,511.4
2017,600060869,6,114,595.75
2017,600060871,1,10,55
2017,600060874,19,457,2513.5
2017,600060875,31,804,4610
2017,600060877,21,631,0
2017,600060878,11,1315,5109.85
2017,600060879,1,30,165
2017,600060884,5,977,0
2017,600060887,0,360,0
2017,600060888,20,463,2367.75
2017,600060889,2,173,1310.95
2017,600060890,10,270,110
2017,600060894,3,78,429
2017,600060898,1,5,15.75
2017,600060899,16,816,3951.17
2017,600060902,6,241,1192.54
2017,600060904,1,23,108.1
2017,600060909,1,5,26.25
2017,600060911,6,114,627
2017,600060912,1,30,165
2017,600060913,1,26,143
2017,600060914,18,453,2491.5
2017,600060917,10,221,1286.86
2017,600060919,4,270,1760.1
2017,600060926,6,174,957
2017,600060928,2,10,31.5
2017,600060929,7,124,470.9
2017,600060932,3,105,445.9
2017,600060934,2,115,409.25
2017,600060936,15,387,0
2017,600060940,1,100,849
2017,600060941,5,150,567.93
2017,600060943,1,60,135.48
2017,600060945,17,417,2789.57
2017,600060946,1,1,19.95
2017,600060947,1,11,60.5
2017,600060948,2,22,55
2017,600060953,17,802,2602.49
2017,600060954,2,25,112.5
2017,600060955,5,100,550
2017,600060958,2,90,485
2017,600060959,2,31,170.5
2017,600060961,5,540,3522.25
2017,600060962,1,10,44.9
2017,600060966,1,60,330
2017,600060967,1,125,687.5
2017,600060972,3,820,2563.4
2017,600060973,9,216,1230.3
2017,600060975,24,663,3646.5
2017,600060977,1,20,153.4
2017,600060978,1,26,194.74
2017,600060984,1,20,173.4
2017,600060985,1,50,392.5
2017,600060994,5,194,984.5
2017,600060997,2,66,416.64
2017,600061000,1,280,0
2017,600061001,1,7,0
2017,600061003,1,14,0
2017,600061007,1,78,0
2017,600061010,1,60,198
2017,600061015,8,283,1183.2
2017,600061023,1,244,1818.64
2017,600061032,1,1,19.95
2017,600061034,1,116,464
2017,600061036,18,495,0
2017,600061043,5,193,1080.5
2017,600061050,1,135,742.5
2017,600061052,1,40,314
2017,600061054,2,484,2602.71
2017,600061055,1,95,522.5
2017,600061058,1,120,389.4
2017,600061061,1,75,412.5
2017,600061068,1,150,1029.9
2017,600061072,2,176,742.5
2017,600061080,1,21,164.85
2017,600061090,20,678,2200.11
2017,600061093,2,205,1527.95
2017,600061097,1,100,550
2017,600061098,2,186,699.6
2017,600061099,10,391,2413.2
2017,600061102,15,345,1803.45
2017,600061103,1,30,212
2017,600061104,2,485,943.5
2017,600061105,1,161,402.21
2017,600061107,1,77,482.25
2017,600061116,1,680,3740
2017,600061121,1,37,122.1
2017,600061128,3,1056,16.78
2017,600061132,1,30,224.7
2017,600061139,24,1004,454.41
2017,600061140,1,55,288.75
2017,600061141,1,448,0
2017,600061142,18,489,22.77
2017,600061145,7,438,2390.7
2017,600061150,11,650,4537.25
2017,600061153,1,24,239.76
2017,600061155,2,140,679.8
2017,600061156,1,25,196.25
2017,600061158,2,172,946
2017,600061160,8,236,1331.61
2017,600061161,13,341,1561.86
2017,600061163,1,60,369.9
2017,600061165,2,80,552.25
2017,600061167,10,425,2078.1
2017,600061168,3,81,445.5
2017,600061169,2,364,2507.75
2017,600061170,19,674,2584.26
2017,600061171,5,172,613.3
2017,600061174,8,203,1268.75
2017,600061175,18,552,2830.08
2017,600061178,1,71,390.5
2017,600061181,1,661,3305
2017,600061182,1,335,2117.15
2017,600061184,1,10,52.5
2017,600061185,2,194,629.53
2017,600061187,1,204,661.98
2017,600061190,9,180,1136.12
2017,600061191,7,311,1841.59
2017,600061197,4,187,1062.92
2017,600061201,1,30,235.5
2017,600061203,3,440,2988.46
2017,600061204,0,50,312.25
2017,600061205,8,399,1329.78
2017,600061208,1,20,157
2017,600061210,0,425,2880
2017,600061211,6,178,934.5
2017,600061212,3,60,238
2017,600061213,1,40,199.6
2017,600061214,9,262,1162
2017,600061216,8,380,1783.79
2017,600061223,3,231,1396.03
2017,600061227,24,600,3300
2017,600061229,37,1034,6219.62
2017,600061230,8,443,2007.01
2017,600061232,1,680,4728.5
2017,600061235,13,394,2823
2017,600061236,11,323,1739.07
2017,600061238,2,635,3207.6
2017,600061239,24,980,4495.75
2017,600061241,1,1530,5125.25
2017,600061243,4,269,1876.65
2017,600061246,4,200,717.5
2017,600061247,20,440,2420
2017,600061248,11,540,1684.8
2017,600061249,22,484,4094.6
2017,600061250,21,563,3217.11
2017,600061252,32,649,4104.85
2017,600061253,1,18,99
2017,600061256,26,600,0
2017,600061257,2,495,2386.8
2017,600061265,3,52,299
2017,600061285,6,228,1622.78
2017,600061303,8,492,3163.52
2017,600061327,6,243,834.65
2017,600061336,7,196,824.95
2017,600061341,3,89,322.89
2017,600061342,1,24,77.88
2017,600061346,15,475,2379.42
2017,600061349,1,10,55
2017,600061404,3,30,172.2
2017,600061405,7,137,714.05
2017,600061527,2,57,395.75
2017,600061557,1,28,209.72
2017,600061568,2,32,229.88
2017,600061615,1,325,1787.5
2017,600061616,15,597,2771.85
2017,600061617,10,424,2170
2017,600061618,9,315,1759.68
2017,600061619,9,350,1361.25
2017,600061621,2,765,3554.15
2017,600061623,6,404,1601.17
2017,600061629,10,351,1426.18
2017,600061630,6,144,676.8
2017,600061631,8,256,1318
2017,600061632,17,385,1800.13
2017,600061633,1,130,1020.5
2017,600061635,1,405,2744.5
2017,600061637,9,179,1319.7
2017,600061638,10,207,1177.6
2017,600061640,4,142,1007.98
2017,600061645,16,660,3696.75
2017,600061646,7,249,1225.5
2017,600061647,5,465,2252.85
2017,600061648,6,114,610.5
2017,600061651,5,214,949.7
2017,600061652,5,194,794.43
2017,600061654,1,75,412.5
